0.0	68.57	22.4	38.29	29.36	52.94	25.26	50.08	52.75	58.88	52.32	35.19	18.58	85.76	20.02	80.16	56.26	95.91	42.5	34.96	33.78	84.7	26.58	76.59	70.5	78.21	21.97	58.37	39.84	68.0	27.37	84.04	4.59	12.17	42.29	52.75	78.79	52.94	44.58	13.75	88.86	59.77	24.53	70.82	37.2	12.18	17.4	7.64	40.76	20.11	40.83	14.89	75.07	88.48	36.36	32.77	17.9	77.87	34.57	34.74	86.6	33.13	28.05	28.55	54.96	38.36	83.88	79.47	65.45	12.81	54.24	19.12	67.59	19.92	13.86	25.95	54.58	64.85	48.86	53.17	72.44	16.72	60.01	16.66	58.57	4.05	20.8	51.09	63.87	10.55	89.53	73.48	40.5	67.37	32.38	49.77	48.14	35.52	67.1	65.59	
68.57	0.0	64.87	30.73	62.92	59.25	72.78	22.16	26.55	21.35	38.39	71.47	57.28	19.0	79.3	18.65	29.8	28.98	73.18	35.62	69.09	57.0	79.13	19.48	52.68	60.57	71.24	47.66	54.78	3.07	42.24	16.46	65.22	62.61	66.74	70.81	11.11	22.28	24.86	66.21	29.89	20.77	61.23	44.84	67.59	79.98	56.52	70.01	62.65	56.01	69.55	76.34	17.91	21.04	32.28	39.15	54.66	10.71	42.52	91.54	34.12	64.83	76.89	57.16	75.19	67.25	15.4	34.19	32.65	81.05	62.2	51.99	11.87	87.58	82.31	81.65	53.25	7.67	35.21	38.81	42.7	61.77	13.11	61.37	53.7	65.31	48.83	50.96	42.71	74.02	23.78	13.99	59.37	50.09	36.49	53.15	66.46	43.82	12.41	9.25	
22.4	64.87	0.0	35.34	48.33	31.75	8.04	43.12	42.27	49.12	61.97	55.87	35.04	83.68	16.22	80.33	62.82	93.8	62.87	39.82	54.07	66.02	48.93	77.96	51.46	58.23	43.63	70.6	55.59	63.35	24.78	81.31	24.56	11.1	61.27	71.59	75.93	56.12	45.5	34.63	90.59	63.1	4.11	80.8	14.82	24.89	33.07	29.94	58.82	35.99	18.49	37.22	65.9	85.9	36.93	25.86	13.51	72.1	44.79	26.67	90.49	10.76	12.32	9.4	74.45	57.82	79.04	65.83	72.48	26.72	70.9	16.33	60.07	29.76	28.5	16.95	34.71	63.62	35.49	62.95	81.59	6.91	53.38	35.35	38.69	23.87	20.22	31.8	46.9	32.88	88.17	73.66	19.09	79.28	34.91	64.37	25.85	22.27	59.43	59.14	
38.29	30.73	35.34	0.0	40.6	41.28	43.39	12.67	18.4	22.62	33.43	50.14	30.59	48.94	48.84	45.02	30.71	59.14	54.4	12.96	47.66	58.34	53.39	42.64	47.1	56.16	45.39	44.09	38.43	29.86	11.53	46.82	35.37	31.92	49.34	57.15	41.46	22.01	11.07	38.44	55.26	28.61	32.16	50.38	41.58	49.38	29.2	40.78	45.4	29.79	44.44	47.91	37.44	51.38	5.79	9.93	24.04	39.61	22.96	61.75	55.54	37.87	47.65	29.13	61.25	48.03	45.83	45.21	39.9	50.52	51.75	21.3	29.52	56.91	51.86	51.66	37.78	28.42	20.43	34.39	50.26	31.39	21.86	34.37	40.42	35.35	18.11	34.07	37.11	44.96	53.21	38.33	35.61	51.26	9.23	42.72	44.63	18.07	29.09	27.34	
29.36	62.92	48.33	40.6	0.0	73.24	53.42	52.76	58.99	62.86	31.88	9.56	13.59	75.73	49.38	67.83	39.3	84.98	15.1	28.98	7.11	98.08	17.96	63.14	85.54	94.34	11.99	33.5	13.22	63.71	36.09	75.02	25.26	37.36	13.05	23.52	70.57	41.53	39.12	15.85	73.68	46.49	48.69	47.35	62.45	39.01	15.66	23.17	11.49	13.12	66.2	22.78	75.65	78.82	35.33	42.36	37.08	73.58	20.43	63.96	68.97	57.95	56.77	50.52	26.13	9.5	77.66	85.62	46.22	38.53	25.36	35.64	67.1	45.39	38.44	55.3	72.49	56.63	59.46	32.37	49.8	41.45	59.8	13.13	76.06	25.98	33.53	68.58	76.45	24.13	78.2	62.0	62.47	42.04	31.37	23.07	71.55	50.01	66.9	64.06	
52.94	59.25	31.75	41.28	73.24	0.0	34.48	39.23	32.83	38.11	74.68	82.17	59.85	77.39	45.95	77.72	71.59	86.35	88.34	52.79	79.98	36.03	78.47	77.38	21.8	26.98	71.97	85.22	76.2	56.61	38.41	74.39	53.81	40.77	85.02	94.45	69.57	62.06	51.75	62.83	88.96	67.68	28.65	91.41	20.04	56.59	57.79	59.92	81.68	60.13	18.63	67.74	51.48	78.61	46.36	33.45	37.06	61.99	61.71	49.32	91.87	21.9	36.12	24.42	98.06	82.43	69.28	43.89	80.29	58.43	90.96	37.85	49.59	60.8	60.22	43.44	6.73	61.86	24.46	75.64	91.01	36.25	46.16	61.75	9.15	53.24	39.72	8.3	22.27	63.45	82.39	72.03	12.66	92.54	47.52	82.58	10.15	24.4	48.87	50.61	
25.26	72.78	8.04	43.39	53.42	34.48	0.0	50.9	49.59	56.47	69.4	60.2	40.64	91.63	11.5	88.36	70.59	101.73	67.41	47.55	58.61	70.05	51.52	86.01	55.51	61.46	47.21	77.7	61.79	71.19	32.77	89.23	28.49	16.47	66.46	76.91	83.85	64.09	53.52	38.65	98.64	71.08	11.56	88.29	14.86	23.7	38.8	32.86	64.35	41.77	17.72	39.22	73.15	93.81	44.91	33.86	21.05	79.79	51.95	18.86	98.5	12.71	4.3	16.19	79.49	62.79	86.8	72.04	80.26	25.54	76.97	23.98	67.63	26.59	27.25	9.8	38.64	71.64	42.36	70.37	89.18	13.6	61.1	40.29	42.48	27.77	27.9	36.3	52.2	35.01	96.15	81.7	22.41	86.47	42.76	70.93	26.62	29.67	66.98	66.84	
50.08	22.16	43.12	12.67	52.76	39.23	50.9	0.0	8.04	10.1	39.83	62.22	43.24	41.16	58.16	39.47	34.43	51.09	66.01	24.04	59.74	48.38	66.04	38.48	39.05	48.02	58.04	50.74	49.06	20.33	22.71	38.57	47.52	42.22	60.54	67.5	33.25	24.3	16.35	51.09	50.54	28.95	39.35	53.96	45.5	60.55	41.87	53.15	56.48	42.41	47.6	60.44	25.03	43.13	17.43	18.06	34.16	29.05	33.84	69.74	52.77	42.67	54.95	35.09	71.75	59.64	35.93	32.87	42.11	61.84	61.03	31.83	17.62	67.85	63.29	60.03	34.08	22.95	14.87	40.67	53.05	40.69	10.36	47.04	35.61	47.43	29.35	31.06	28.48	57.36	45.9	33.32	37.57	56.53	21.59	51.67	45.26	21.67	17.09	16.14	
52.75	26.55	42.27	18.4	58.99	32.83	49.59	8.04	0.0	6.88	47.85	68.53	48.45	45.15	58.09	44.9	42.43	54.62	72.75	30.93	66.06	40.61	71.11	44.6	31.01	39.98	63.2	58.76	56.31	24.08	25.93	42.29	50.77	43.46	67.54	74.9	37.23	32.28	24.24	55.62	56.14	36.62	38.25	61.88	42.01	62.27	46.88	56.76	63.54	47.81	43.59	64.4	23.63	46.7	23.91	20.0	35.6	30.98	40.92	68.39	59.18	39.84	53.37	33.4	79.1	66.37	38.26	27.3	49.91	63.71	68.74	33.75	18.41	69.18	65.28	59.14	27.14	29.14	8.68	48.7	60.88	41.13	13.44	52.02	28.23	50.59	32.08	24.53	20.44	60.98	50.09	39.22	33.27	64.56	27.63	59.43	39.94	19.99	17.71	18.46	
58.88	21.35	49.12	22.62	62.86	38.11	56.47	10.1	6.88	0.0	48.21	72.32	53.2	39.3	64.89	39.99	41.76	48.46	76.03	34.09	69.83	39.85	75.99	40.31	32.53	41.08	68.01	58.98	58.88	18.57	31.68	36.32	56.65	50.0	70.47	77.15	31.46	31.68	25.66	60.84	51.24	34.82	45.12	60.53	48.66	68.73	51.77	62.49	66.39	52.41	50.09	69.97	16.8	40.62	27.54	26.15	42.06	24.44	43.79	75.26	55.02	46.62	60.24	40.28	81.44	69.67	31.77	22.77	48.25	70.13	70.3	40.06	11.82	75.75	71.66	66.01	31.96	25.34	15.02	48.97	59.17	47.83	8.71	56.94	32.36	56.51	38.09	29.87	22.08	66.71	44.29	34.82	39.75	63.98	31.66	60.9	45.91	26.86	11.1	12.5	
52.32	38.39	61.97	33.43	31.88	74.68	69.4	39.83	47.85	48.21	0.0	37.85	34.4	46.34	70.29	37.55	8.97	54.68	37.29	22.81	35.91	87.96	49.83	32.52	78.77	87.8	43.3	10.91	19.72	40.32	38.76	46.33	47.78	53.7	30.53	32.72	42.81	17.03	23.81	42.83	42.06	18.0	60.16	18.92	72.28	64.3	35.11	49.45	26.83	32.77	75.61	52.51	55.02	49.48	28.4	41.81	48.47	48.72	17.92	85.08	37.1	68.02	73.58	59.03	37.05	32.31	50.78	69.17	14.36	64.53	23.82	45.65	46.84	71.81	65.07	75.08	71.15	30.83	52.91	0.99	20.18	55.81	41.47	37.75	73.59	48.27	41.81	67.48	68.26	52.21	47.95	32.68	67.97	17.97	28.22	14.96	77.31	50.85	46.95	43.35	
35.19	71.47	55.87	50.14	9.56	82.17	60.2	62.22	68.53	72.32	37.85	0.0	22.33	83.25	54.74	74.96	46.07	92.16	7.38	38.32	2.49	107.61	15.13	70.08	94.99	103.75	13.76	36.88	18.13	72.43	45.5	82.78	31.71	44.77	10.06	19.11	78.55	49.62	48.2	21.55	79.89	53.96	56.67	50.83	70.36	42.92	24.39	28.01	11.88	22.18	74.11	24.79	84.79	86.38	44.82	51.82	45.53	82.17	29.3	68.73	74.46	65.92	63.21	58.94	20.29	6.22	85.89	95.09	51.83	42.07	24.62	44.36	76.22	48.27	41.58	60.85	81.69	64.87	68.99	38.14	53.65	49.12	69.01	20.73	85.31	32.43	42.56	77.79	85.98	27.55	85.38	69.46	71.06	44.52	40.91	25.94	79.95	59.29	76.04	73.1	
18.58	57.28	35.04	30.59	13.59	59.85	40.64	43.24	48.45	53.2	34.4	22.33	0.0	72.54	38.12	65.76	39.46	82.38	28.62	21.66	20.13	86.13	22.8	61.64	73.11	81.74	14.81	39.83	21.51	57.45	23.74	71.29	14.01	24.28	26.28	36.55	66.36	38.23	32.43	9.18	73.35	44.49	35.19	52.53	48.95	30.12	2.08	15.08	23.79	1.63	52.7	19.47	67.56	75.48	26.25	30.2	23.49	67.53	17.43	53.03	70.11	44.43	44.26	36.93	39.51	23.05	72.58	75.65	48.13	30.21	36.42	22.1	59.27	37.49	30.69	43.69	59.41	52.1	47.67	35.19	54.32	28.13	51.65	4.1	63.07	14.62	20.25	55.52	64.48	18.18	75.73	59.35	48.91	48.82	21.86	31.27	57.96	37.13	58.94	56.59	
85.76	19.0	83.68	48.94	75.73	77.39	91.63	41.16	45.15	39.3	46.34	83.25	72.54	0.0	97.77	9.45	37.5	10.21	83.52	51.35	81.07	69.46	93.04	14.58	68.12	75.06	85.47	52.73	65.41	21.12	60.42	3.18	82.08	80.81	76.78	78.55	7.95	34.51	41.19	81.69	15.7	29.3	80.11	44.79	86.57	97.52	72.12	86.33	72.95	71.11	88.48	91.98	29.08	3.15	49.52	57.86	72.98	16.56	56.11	110.33	23.42	83.83	95.78	76.13	82.74	78.2	10.87	45.13	35.09	98.46	68.97	70.21	27.93	105.22	99.61	100.36	71.13	20.91	53.83	46.36	41.73	80.28	31.79	76.61	71.13	82.25	66.84	69.16	59.02	90.14	5.02	13.8	78.25	51.84	53.38	61.02	85.07	62.82	28.64	26.82	
